Body_size,Wing_size,Body_R,Body_G,Body_B,Wing_R,Wing_G,Wing_B
26.44,23.68,199.0,189.9,182.0,199.0,189.9,182.0
30.16,23.03,198.9,190.0,182.0,198.9,190.0,182.0
30.92,21.07,199.0,189.9,181.9,199.0,189.9,181.9
28.45,24.22,199.0,190.1,182.0,199.0,190.1,182.0
30.53,23.2,199.0,190.0,182.2,199.0,190.0,182.2
33.73,23.5,199.0,189.9,182.0,199.0,189.9,182.0
25.99,23.61,198.9,190.1,182.0,198.9,190.1,182.0
25.17,24.63,199.0,190.0,182.0,199.0,190.0,182.0
27.86,22.62,199.1,190.0,181.9,199.1,190.0,181.9
29.25,23.04,199.0,190.0,182.0,199.0,190.0,182.0
23.98,20.08,199.0,190.0,182.0,199.0,190.0,182.0
27.85,23.5,199.0,190.1,182.0,199.0,190.1,182.0
29.85,22.83,199.0,190.0,182.0,199.0,190.0,182.0
26.68,23.35,199.0,189.9,182.0,199.0,189.9,182.0
26.65,23.23,198.9,190.1,182.0,198.9,190.1,182.0
25.09,22.74,199.0,190.1,182.0,199.0,190.1,182.0
24.25,25.79,199.0,190.0,181.9,199.0,190.0,181.9
27.53,24.54,198.9,190.1,181.9,198.9,190.1,181.9
27.53,23.15,199.1,190.0,182.0,199.1,190.0,182.0
28.84,22.08,199.0,190.0,181.9,199.0,190.0,181.9
27.52,22.66,199.1,190.0,182.1,199.1,190.0,182.1
30.02,22.12,198.9,190.0,182.0,198.9,190.0,182.0
29.43,24.11,199.0,190.0,181.9,199.0,190.0,181.9
26.93,23.33,198.9,190.0,182.0,198.9,190.0,182.0
29.96,23.96,199.0,190.0,182.0,199.0,190.0,182.0
29.32,25.41,199.0,190.0,182.0,199.0,190.0,182.0
26.4,25.98,199.1,190.1,182.1,199.1,190.1,182.1
26.31,22.29,199.0,190.0,181.9,199.0,190.0,181.9
30.06,26.34,199.0,190.1,182.0,199.0,190.1,182.0
26.53,21.09,199.0,190.1,182.0,199.0,190.1,182.0
28.65,22.5,199.0,189.9,182.0,199.0,189.9,182.0
33.14,23.75,198.9,190.0,182.0,198.9,190.0,182.0
27.0,24.36,199.0,190.0,181.9,199.0,190.0,181.9
30.23,21.09,199.1,190.0,182.1,199.1,190.0,182.1
35.05,23.98,199.0,190.0,182.0,199.0,190.0,182.0
28.56,23.02,198.9,190.0,182.0,198.9,190.0,182.0
32.99,23.67,199.0,190.1,182.0,199.0,190.1,182.0
29.13,20.69,199.0,190.0,182.0,199.0,190.0,182.0
27.14,20.87,199.0,189.9,182.0,199.0,189.9,182.0
29.08,23.94,199.0,190.0,182.1,199.0,190.0,182.1
21.16,23.02,199.0,190.0,181.9,199.0,190.0,181.9
24.57,23.89,199.1,190.0,182.0,199.1,190.0,182.0
29.54,21.63,199.0,190.0,182.0,199.0,190.0,182.0
28.62,23.62,199.1,190.0,182.0,199.1,190.0,182.0
29.14,26.06,199.0,190.0,182.0,199.0,190.0,182.0
29.4,21.34,199.0,190.0,182.0,199.0,190.0,182.0
28.74,23.41,199.0,190.1,182.0,199.0,190.1,182.0
28.44,22.86,199.0,189.9,182.0,199.0,189.9,182.0
30.85,25.93,199.0,190.0,182.1,199.0,190.0,182.1
32.03,22.23,199.1,190.1,182.0,199.1,190.1,182.0
27.11,24.1,198.9,190.0,182.0,198.9,190.0,182.0
29.29,26.11,199.1,190.1,182.2,199.1,190.1,182.2
29.89,22.05,199.0,190.1,182.1,199.0,190.1,182.1
25.24,23.49,198.9,190.0,181.9,198.9,190.0,181.9
32.61,22.1,199.0,190.0,182.0,199.0,190.0,182.0
28.64,23.44,199.0,189.9,181.9,199.0,189.9,181.9
27.18,24.7,198.9,190.0,182.0,198.9,190.0,182.0
31.49,23.26,199.0,190.0,182.0,199.0,190.0,182.0
24.34,22.53,199.0,190.0,182.0,199.0,190.0,182.0
28.46,23.32,199.0,190.0,181.9,199.0,190.0,181.9
28.54,23.37,199.1,190.0,182.0,199.1,190.0,182.0
26.96,23.15,198.9,190.1,182.0,198.9,190.1,182.0
30.39,22.29,199.0,190.0,182.0,199.0,190.0,182.0
29.99,23.98,199.1,190.0,182.0,199.1,190.0,182.0
30.88,22.79,199.0,190.0,182.0,199.0,190.0,182.0
24.3,23.85,199.1,190.0,181.9,199.1,190.0,181.9
32.48,25.39,199.0,189.9,182.0,199.0,189.9,182.0
30.79,25.61,198.9,190.0,182.0,198.9,190.0,182.0
27.86,24.52,199.0,189.9,182.0,199.0,189.9,182.0
27.22,22.54,199.0,190.0,182.0,199.0,190.0,182.0
29.66,22.76,199.0,190.0,182.1,199.0,190.0,182.1
26.54,24.33,199.0,190.0,182.0,199.0,190.0,182.0
29.09,25.19,199.0,190.0,182.0,199.0,190.0,182.0
25.57,22.61,199.0,190.1,182.0,199.0,190.1,182.0
27.42,22.88,198.9,190.0,182.0,198.9,190.0,182.0
30.25,21.59,199.0,189.9,182.1,199.0,189.9,182.1
31.05,22.51,199.0,190.0,182.0,199.0,190.0,182.0
31.25,25.29,199.1,190.1,182.0,199.1,190.1,182.0
32.82,21.79,199.1,190.0,182.0,199.1,190.0,182.0
27.74,24.24,199.0,190.0,182.0,199.0,190.0,182.0
30.76,22.61,199.0,190.0,182.1,199.0,190.0,182.1
30.44,23.28,199.0,190.0,182.0,199.0,190.0,182.0
27.34,22.36,198.9,190.0,182.0,198.9,190.0,182.0
31.43,23.06,199.0,190.0,182.0,199.0,190.0,182.0
27.76,25.83,199.0,190.0,182.1,199.0,190.0,182.1
29.03,21.48,199.0,190.0,181.9,199.0,190.0,181.9
28.84,22.89,199.0,190.0,182.0,199.0,190.0,182.0
27.82,23.63,199.0,189.9,182.0,199.0,189.9,182.0
23.42,23.53,199.0,190.0,182.0,199.0,190.0,182.0
26.32,23.94,199.0,190.0,181.9,199.0,190.0,181.9
29.91,19.46,198.9,190.0,182.0,198.9,190.0,182.0
29.72,24.09,198.9,190.1,182.0,198.9,190.1,182.0
29.13,22.14,199.0,190.0,182.0,199.0,190.0,182.0
31.45,24.38,198.9,190.0,182.0,198.9,190.0,182.0
26.42,23.39,199.0,190.0,182.0,199.0,190.0,182.0
31.79,24.8,198.9,189.9,182.1,198.9,189.9,182.1
31.09,23.0,199.0,190.0,182.0,199.0,190.0,182.0
31.31,25.36,199.0,190.0,181.9,199.0,190.0,181.9
33.29,24.15,199.0,190.0,182.0,199.0,190.0,182.0
29.61,23.96,199.0,190.1,182.0,199.0,190.1,182.0
28.4,23.24,198.9,190.0,182.0,198.9,190.0,182.0
28.64,22.5,198.9,190.0,181.9,198.9,190.0,181.9
28.59,22.98,199.0,190.0,181.9,199.0,190.0,181.9
29.63,23.03,199.0,190.0,181.9,199.0,190.0,181.9
29.48,23.83,198.9,190.0,182.1,198.9,190.0,182.1
29.25,26.49,199.1,189.9,181.9,199.1,189.9,181.9
30.85,21.0,198.9,190.0,182.0,198.9,190.0,182.0
25.7,24.51,199.0,190.0,182.0,199.0,190.0,182.0
31.11,22.79,199.0,190.0,181.9,199.0,190.0,181.9
29.12,23.14,199.0,190.0,182.0,199.0,190.0,182.0
28.21,24.27,199.0,190.0,181.9,199.0,190.0,181.9
26.34,22.2,198.9,190.0,181.9,198.9,190.0,181.9
30.17,22.19,199.0,190.0,182.0,199.0,190.0,182.0
28.67,23.67,199.0,190.0,182.0,199.0,190.0,182.0
24.0,24.19,199.0,190.0,182.1,199.0,190.0,182.1
28.59,25.84,199.0,189.9,182.1,199.0,189.9,182.1
34.32,21.07,199.0,190.0,182.0,199.0,190.0,182.0
28.67,22.58,199.0,190.0,182.0,199.0,190.0,182.0
28.32,21.68,199.0,190.0,182.0,199.0,190.0,182.0
26.03,20.48,198.9,190.1,182.0,198.9,190.1,182.0
27.05,23.86,199.0,190.0,181.9,199.0,190.0,181.9
29.52,26.98,199.0,190.0,182.0,199.0,190.0,182.0
31.91,21.75,199.1,190.0,181.9,199.1,190.0,181.9
28.24,25.2,199.1,190.0,181.9,199.1,190.0,181.9
30.28,23.51,199.0,190.0,182.0,199.0,190.0,182.0
26.08,23.02,199.0,190.0,182.1,199.0,190.0,182.1
23.37,25.17,199.0,190.0,182.1,199.0,190.0,182.1
30.2,24.08,198.9,190.0,182.1,198.9,190.0,182.1
28.06,21.46,199.0,190.0,182.0,199.0,190.0,182.0
28.36,24.17,199.0,190.0,182.1,199.0,190.0,182.1
32.21,22.59,199.0,190.1,182.1,199.0,190.1,182.1
25.16,24.03,199.0,190.0,182.0,199.0,190.0,182.0
30.87,23.14,199.0,190.0,182.0,199.0,190.0,182.0
30.07,25.77,199.0,189.9,182.1,199.0,189.9,182.1
27.75,24.07,199.0,190.0,182.0,199.0,190.0,182.0
29.73,24.16,198.9,190.1,182.0,198.9,190.1,182.0
29.16,24.66,199.0,190.0,182.0,199.0,190.0,182.0
28.38,21.01,199.0,190.0,181.9,199.0,190.0,181.9
29.33,23.74,199.0,190.0,181.9,199.0,190.0,181.9
28.4,22.68,199.0,190.0,182.0,199.0,190.0,182.0
29.23,21.15,199.0,190.0,182.0,199.0,190.0,182.0
31.64,22.8,199.0,190.0,182.0,199.0,190.0,182.0
27.93,22.73,198.9,190.0,182.0,198.9,190.0,182.0
25.39,23.65,199.0,190.0,182.0,199.0,190.0,182.0
29.07,24.57,199.1,189.9,182.0,199.1,189.9,182.0
28.96,23.54,199.0,190.0,182.1,199.0,190.0,182.1
33.01,22.85,199.0,190.0,182.0,199.0,190.0,182.0
28.98,22.42,199.1,190.0,182.0,199.1,190.0,182.0
27.78,23.15,199.0,190.0,182.0,199.0,190.0,182.0
25.21,22.87,199.0,190.0,182.0,199.0,190.0,182.0
29.82,24.76,198.9,190.0,182.2,198.9,190.0,182.2
29.95,25.94,198.9,189.9,182.0,198.9,189.9,182.0
30.27,22.4,199.0,190.0,182.0,199.0,190.0,182.0
28.23,24.6,199.0,190.1,182.0,199.0,190.1,182.0
32.71,24.94,198.9,190.0,182.0,198.9,190.0,182.0
30.03,25.38,199.0,190.1,182.0,199.0,190.1,182.0
29.72,23.85,199.0,189.9,182.0,199.0,189.9,182.0
30.89,23.41,199.0,190.0,182.0,199.0,190.0,182.0
27.71,21.35,199.0,190.0,182.0,199.0,190.0,182.0
26.76,23.57,198.9,189.9,182.1,198.9,189.9,182.1
28.22,25.71,198.9,190.0,182.0,198.9,190.0,182.0
26.64,20.2,199.0,190.0,182.0,199.0,190.0,182.0
25.61,22.28,199.0,189.9,182.0,199.0,189.9,182.0
26.36,22.52,199.0,190.0,182.0,199.0,190.0,182.0
29.1,22.8,199.0,189.9,181.9,199.0,189.9,181.9
27.58,23.5,199.0,190.0,181.9,199.0,190.0,181.9
27.69,24.18,199.1,190.0,182.1,199.1,190.0,182.1
28.75,22.88,199.0,190.0,182.0,199.0,190.0,182.0
29.72,21.99,199.0,190.0,182.1,199.0,190.0,182.1
27.54,21.78,198.9,190.0,181.9,198.9,190.0,181.9
27.75,22.29,198.9,190.0,182.1,198.9,190.0,182.1
28.36,21.7,199.0,190.0,182.0,199.0,190.0,182.0
25.95,25.48,199.0,190.0,182.0,199.0,190.0,182.0
33.72,25.38,199.0,189.9,182.0,199.0,189.9,182.0
28.92,20.39,199.1,190.1,181.9,199.1,190.1,181.9
30.7,23.14,198.9,189.9,181.9,198.9,189.9,181.9
27.65,23.93,199.0,190.0,181.9,199.0,190.0,181.9
29.88,25.37,199.0,190.0,182.1,199.0,190.0,182.1
33.38,23.66,198.9,189.9,181.9,198.9,189.9,181.9
27.16,23.47,199.0,190.0,181.9,199.0,190.0,181.9
25.57,22.69,199.0,189.9,182.1,199.0,189.9,182.1
26.17,24.51,199.0,190.0,182.0,199.0,190.0,182.0
31.52,22.85,199.0,190.0,182.0,199.0,190.0,182.0
29.72,23.74,198.9,190.0,181.9,198.9,190.0,181.9
30.42,23.15,199.0,190.0,182.0,199.0,190.0,182.0
31.08,22.47,199.0,190.1,181.9,199.0,190.1,181.9
31.0,24.9,199.0,190.0,182.0,199.0,190.0,182.0
28.52,23.83,198.9,190.0,182.0,198.9,190.0,182.0
28.81,24.03,199.0,189.9,182.0,199.0,189.9,182.0
30.15,23.56,199.0,190.0,182.0,199.0,190.0,182.0
28.09,24.35,199.1,190.0,181.9,199.1,190.0,181.9
29.66,26.52,199.0,190.0,182.0,199.0,190.0,182.0
26.14,25.91,199.0,190.1,182.0,199.0,190.1,182.0
29.56,24.32,198.9,190.0,181.9,198.9,190.0,181.9
27.19,22.64,199.0,190.0,182.1,199.0,190.0,182.1
29.43,23.24,199.0,190.0,182.0,199.0,190.0,182.0
25.44,23.31,199.0,189.9,182.0,199.0,189.9,182.0
28.8,22.56,199.0,190.0,182.0,199.0,190.0,182.0
30.96,24.9,199.0,189.9,182.0,199.0,189.9,182.0
26.74,22.78,199.1,190.1,181.9,199.1,190.1,181.9
27.33,23.45,199.0,190.0,182.0,199.0,190.0,182.0
30.96,23.82,199.0,190.0,181.9,199.0,190.0,181.9
28.22,22.49,199.0,190.0,182.0,199.0,190.0,182.0
32.09,25.02,199.0,189.9,182.2,199.0,189.9,182.2
29.73,21.52,198.9,190.0,181.9,198.9,190.0,181.9
30.86,23.4,199.1,189.9,182.0,199.1,189.9,182.0
26.37,25.17,199.0,190.0,182.0,199.0,190.0,182.0
29.84,21.33,199.0,189.9,181.9,199.0,189.9,181.9
28.02,23.0,199.0,189.9,182.0,199.0,189.9,182.0
27.39,24.08,199.0,190.0,182.0,199.0,190.0,182.0
31.01,22.69,199.0,189.9,182.1,199.0,189.9,182.1
33.25,23.57,199.0,190.1,181.9,199.0,190.1,181.9
32.76,23.87,199.0,190.0,182.0,199.0,190.0,182.0
30.98,25.23,199.0,190.0,182.0,199.0,190.0,182.0
27.28,24.76,199.0,190.0,181.9,199.0,190.0,181.9
26.72,23.15,199.0,190.0,182.0,199.0,190.0,182.0
28.88,24.39,199.0,190.0,182.0,199.0,190.0,182.0
24.64,23.46,199.0,190.0,182.1,199.0,190.0,182.1
28.55,20.94,198.9,190.0,182.1,198.9,190.0,182.1
24.64,22.82,199.0,190.0,181.9,199.0,190.0,181.9
25.17,23.62,199.1,190.0,182.0,199.1,190.0,182.0
26.13,22.59,199.0,190.0,181.9,199.0,190.0,181.9
27.21,23.53,199.0,190.0,181.9,199.0,190.0,181.9
29.55,20.28,199.0,190.0,181.9,199.0,190.0,181.9
23.78,24.3,199.1,189.9,182.0,199.1,189.9,182.0
26.24,23.81,199.0,190.0,182.0,199.0,190.0,182.0
29.4,23.46,199.0,190.1,182.0,199.0,190.1,182.0
28.72,23.79,198.9,190.0,182.1,198.9,190.0,182.1
25.95,23.38,199.0,189.9,182.1,199.0,189.9,182.1
29.57,24.31,199.1,190.0,182.0,199.1,190.0,182.0
30.16,22.95,199.0,190.0,182.1,199.0,190.0,182.1
29.06,23.49,199.0,190.0,182.0,199.0,190.0,182.0
26.97,23.39,199.0,190.0,181.9,199.0,190.0,181.9
29.13,22.67,199.1,190.0,182.1,199.1,190.0,182.1
28.91,24.83,199.0,189.9,182.0,199.0,189.9,182.0
27.3,26.49,199.0,190.0,182.0,199.0,190.0,182.0
28.97,24.08,199.0,190.0,182.1,199.0,190.0,182.1
30.9,23.67,199.0,190.0,182.1,199.0,190.0,182.1
27.18,22.97,198.9,190.0,181.9,198.9,190.0,181.9
30.17,23.87,198.9,190.0,182.0,198.9,190.0,182.0
22.38,25.57,199.0,190.0,181.9,199.0,190.0,181.9
27.93,22.32,199.0,189.9,182.0,199.0,189.9,182.0
29.95,22.16,199.0,189.9,181.9,199.0,189.9,181.9
29.71,21.96,198.9,190.0,182.1,198.9,190.0,182.1
28.43,23.19,198.9,190.0,182.0,198.9,190.0,182.0
30.79,24.12,198.9,190.0,182.0,198.9,190.0,182.0
27.93,20.28,199.1,190.0,182.1,199.1,190.0,182.1
26.8,23.8,199.0,190.0,181.9,199.0,190.0,181.9
30.31,21.76,199.0,189.9,182.1,199.0,189.9,182.1
28.92,22.83,199.0,190.0,182.2,199.0,190.0,182.2
31.97,24.92,199.0,190.0,182.0,199.0,190.0,182.0
29.57,20.47,198.9,190.0,182.0,198.9,190.0,182.0
28.11,22.62,199.0,189.9,182.1,199.0,189.9,182.1
28.73,21.19,199.0,190.0,182.0,199.0,190.0,182.0
31.31,25.38,198.9,190.0,182.0,198.9,190.0,182.0
28.1,22.85,199.1,189.9,182.0,199.1,189.9,182.0
27.67,23.2,198.9,190.0,182.2,198.9,190.0,182.2
29.97,25.34,199.1,190.0,182.1,199.1,190.0,182.1
28.72,23.21,199.0,189.9,181.8,199.0,189.9,181.8
31.82,21.57,199.0,190.0,181.9,199.0,190.0,181.9
30.89,24.6,199.0,189.9,182.1,199.0,189.9,182.1
30.1,22.34,199.0,190.0,182.1,199.0,190.0,182.1
30.02,24.02,199.1,189.9,182.0,199.1,189.9,182.0
32.58,22.96,199.0,190.0,182.0,199.0,190.0,182.0
30.13,21.66,199.0,190.1,182.0,199.0,190.1,182.0
29.18,23.16,199.1,190.1,182.0,199.1,190.1,182.0
27.24,22.75,199.0,190.0,182.0,199.0,190.0,182.0
32.99,23.89,198.9,190.0,182.0,198.9,190.0,182.0
28.87,21.66,199.0,190.0,181.9,199.0,190.0,181.9
27.46,23.64,199.0,190.0,182.0,199.0,190.0,182.0
29.12,25.24,199.1,189.9,182.1,199.1,189.9,182.1
28.66,23.01,199.0,190.0,182.0,199.0,190.0,182.0
28.56,23.34,199.0,189.9,182.0,199.0,189.9,182.0
28.46,23.43,199.0,189.9,181.9,199.0,189.9,181.9
30.1,25.01,198.9,190.0,182.1,198.9,190.0,182.1
27.66,21.35,199.0,190.0,182.1,199.0,190.0,182.1
30.01,25.38,199.1,190.1,182.1,199.1,190.1,182.1
28.41,24.15,199.0,190.0,182.1,199.0,190.0,182.1
26.94,23.48,199.0,190.0,182.0,199.0,190.0,182.0
27.59,22.76,199.0,190.1,182.0,199.0,190.1,182.0
27.2,22.63,199.0,190.0,182.0,199.0,190.0,182.0
27.76,23.45,199.0,189.9,182.0,199.0,189.9,182.0
28.91,24.55,199.0,190.0,181.9,199.0,190.0,181.9
28.38,21.88,199.0,190.1,182.0,199.0,190.1,182.0
28.06,21.68,198.9,189.9,182.0,198.9,189.9,182.0
30.88,24.71,199.0,189.9,182.0,199.0,189.9,182.0
25.63,21.38,198.9,190.1,181.9,198.9,190.1,181.9
31.31,22.6,199.1,189.9,182.0,199.1,189.9,182.0
28.79,20.22,198.9,190.0,181.9,198.9,190.0,181.9
31.45,25.71,199.1,190.1,182.0,199.1,190.1,182.0
29.33,21.85,199.0,190.1,181.9,199.0,190.1,181.9
32.37,23.4,199.0,190.1,182.0,199.0,190.1,182.0
28.05,26.02,199.0,190.0,182.0,199.0,190.0,182.0
26.5,24.1,199.0,189.9,182.0,199.0,189.9,182.0
25.85,24.29,199.0,190.1,182.0,199.0,190.1,182.0
27.37,21.51,199.0,190.0,182.0,199.0,190.0,182.0
33.21,23.34,198.9,190.0,181.9,198.9,190.0,181.9
26.44,21.08,199.0,190.0,182.0,199.0,190.0,182.0
26.88,24.81,199.0,189.9,182.0,199.0,189.9,182.0
28.39,21.65,199.0,190.0,181.9,199.0,190.0,181.9
32.15,21.77,199.0,190.1,182.1,199.0,190.1,182.1
28.44,23.82,199.0,189.8,182.0,199.0,189.8,182.0
28.32,23.47,199.0,190.0,182.1,199.0,190.0,182.1
23.4,19.14,199.0,190.1,182.0,199.0,190.1,182.0
29.49,21.58,198.9,189.9,182.1,198.9,189.9,182.1
30.46,21.86,199.0,190.0,182.0,199.0,190.0,182.0
25.01,22.99,199.0,190.0,182.1,199.0,190.0,182.1
27.61,23.15,198.9,190.0,182.0,198.9,190.0,182.0
32.06,22.12,199.1,189.9,182.0,199.1,189.9,182.0
27.98,24.62,199.0,190.1,181.9,199.0,190.1,181.9
27.6,21.79,198.9,190.0,182.1,198.9,190.0,182.1
29.03,23.98,199.0,190.0,182.0,199.0,190.0,182.0
23.07,22.2,199.0,190.0,182.1,199.0,190.0,182.1
29.92,23.87,199.0,190.1,182.1,199.0,190.1,182.1
29.45,22.97,199.1,190.0,182.0,199.1,190.0,182.0
25.62,22.93,199.1,190.0,182.0,199.1,190.0,182.0
32.4,24.41,199.0,190.0,182.0,199.0,190.0,182.0
23.99,21.81,198.9,189.9,182.0,198.9,189.9,182.0
26.23,24.42,199.0,189.9,182.0,199.0,189.9,182.0
30.23,25.67,199.0,190.0,182.0,199.0,190.0,182.0
31.45,21.58,199.0,190.0,182.0,199.0,190.0,182.0
28.74,22.4,199.0,190.0,182.1,199.0,190.0,182.1
24.96,24.2,199.1,190.0,182.0,199.1,190.0,182.0
30.72,22.69,199.0,190.0,181.9,199.0,190.0,181.9
32.08,25.01,199.0,190.0,182.0,199.0,190.0,182.0
28.02,22.67,199.0,190.0,182.1,199.0,190.0,182.1
30.83,24.69,199.0,190.0,182.0,199.0,190.0,182.0
27.35,23.11,199.0,190.0,182.1,199.0,190.0,182.1
30.65,25.76,199.0,190.1,182.0,199.0,190.1,182.0
29.94,25.43,199.0,190.0,182.0,199.0,190.0,182.0
29.9,22.12,199.0,190.1,182.1,199.0,190.1,182.1
31.08,26.32,199.0,189.9,181.9,199.0,189.9,181.9
26.48,24.77,199.0,190.0,182.0,199.0,190.0,182.0
26.02,22.19,199.0,189.9,182.0,199.0,189.9,182.0
30.03,25.2,199.0,190.0,181.9,199.0,190.0,181.9
29.23,22.5,199.0,190.0,182.0,199.0,190.0,182.0
31.13,24.17,199.0,189.9,182.0,199.0,189.9,182.0
29.44,21.06,199.0,190.1,182.1,199.0,190.1,182.1
28.87,22.08,199.0,190.0,182.0,199.0,190.0,182.0
25.01,22.78,199.0,190.0,182.0,199.0,190.0,182.0
33.01,24.34,199.0,190.0,182.1,199.0,190.0,182.1
28.69,23.28,199.0,190.0,182.1,199.0,190.0,182.1
28.49,23.75,199.0,190.0,181.9,199.0,190.0,181.9
27.99,21.72,199.0,190.0,182.0,199.0,190.0,182.0
27.18,24.08,199.1,189.9,182.1,199.1,189.9,182.1
29.7,21.71,198.9,190.0,182.1,198.9,190.0,182.1
28.32,24.03,199.0,190.0,181.9,199.0,190.0,181.9
26.78,25.47,199.1,190.1,182.0,199.1,190.1,182.0
26.56,22.69,199.0,190.0,182.0,199.0,190.0,182.0
32.45,22.63,199.0,190.0,182.1,199.0,190.0,182.1
25.22,22.07,199.0,190.0,182.0,199.0,190.0,182.0
26.99,24.46,199.0,189.9,182.0,199.0,189.9,182.0
29.26,23.0,199.1,190.1,182.0,199.1,190.1,182.0
28.43,23.44,198.9,189.9,182.0,198.9,189.9,182.0
31.65,22.66,199.0,190.1,182.0,199.0,190.1,182.0
26.81,22.8,199.1,189.9,182.0,199.1,189.9,182.0
27.7,23.63,199.0,190.0,182.0,199.0,190.0,182.0
27.73,22.76,199.0,190.0,182.1,199.0,190.0,182.1
26.98,22.16,198.9,189.9,182.1,198.9,189.9,182.1
27.5,23.57,199.0,190.0,182.0,199.0,190.0,182.0
30.06,23.56,199.0,190.0,182.0,199.0,190.0,182.0
25.25,24.82,199.0,190.0,181.9,199.0,190.0,181.9
35.13,22.79,199.0,190.0,182.1,199.0,190.0,182.1
26.21,23.52,199.1,190.0,182.1,199.1,190.0,182.1
31.27,22.54,199.0,189.9,181.9,199.0,189.9,181.9
30.23,23.24,199.1,190.0,181.9,199.1,190.0,181.9
31.6,23.96,199.0,190.0,182.0,199.0,190.0,182.0
29.45,21.0,199.0,190.0,182.1,199.0,190.0,182.1
27.69,23.69,199.0,190.0,181.9,199.0,190.0,181.9
33.78,24.35,199.0,190.0,182.0,199.0,190.0,182.0
29.73,21.63,199.0,190.0,182.0,199.0,190.0,182.0
28.14,20.36,198.9,190.1,181.9,198.9,190.1,181.9
25.07,21.74,199.1,190.0,181.9,199.1,190.0,181.9
26.66,22.51,199.0,190.0,182.0,199.0,190.0,182.0
26.02,23.33,199.0,190.0,182.0,199.0,190.0,182.0
25.81,24.15,199.0,190.0,182.1,199.0,190.0,182.1
26.71,22.93,199.0,190.0,182.0,199.0,190.0,182.0
27.93,21.96,199.1,189.8,182.1,199.1,189.8,182.1
29.78,22.1,199.0,189.9,182.0,199.0,189.9,182.0
29.45,22.39,199.0,190.0,182.0,199.0,190.0,182.0
28.58,22.4,199.0,190.0,182.0,199.0,190.0,182.0
32.34,24.45,199.0,190.1,182.1,199.0,190.1,182.1
34.85,21.29,198.9,190.0,181.9,198.9,190.0,181.9
32.64,23.77,199.0,190.0,182.1,199.0,190.0,182.1
30.03,23.22,199.0,190.0,182.0,199.0,190.0,182.0
28.76,22.78,199.0,190.0,182.0,199.0,190.0,182.0
30.76,23.18,198.9,190.0,182.1,198.9,190.0,182.1
30.44,23.66,199.0,190.0,182.0,199.0,190.0,182.0
32.97,23.71,199.1,190.0,182.1,199.1,190.0,182.1
31.37,22.75,199.0,190.0,182.0,199.0,190.0,182.0
27.04,23.65,199.0,190.0,181.9,199.0,190.0,181.9
28.34,23.03,199.0,190.0,182.1,199.0,190.0,182.1
27.89,22.59,198.9,190.0,182.1,198.9,190.0,182.1
32.74,22.07,199.0,190.0,182.0,199.0,190.0,182.0
29.18,20.29,199.0,190.0,181.9,199.0,190.0,181.9
30.53,23.92,198.9,190.0,182.0,198.9,190.0,182.0
30.9,22.28,199.0,189.9,182.1,199.0,189.9,182.1
25.04,22.75,198.9,190.0,181.9,198.9,190.0,181.9
34.1,23.03,199.0,190.0,182.0,199.0,190.0,182.0
29.43,22.81,199.0,190.0,182.0,199.0,190.0,182.0
30.58,21.82,199.0,190.0,181.9,199.0,190.0,181.9
28.84,23.57,198.9,190.0,182.0,198.9,190.0,182.0
31.52,25.58,198.9,190.0,182.0,198.9,190.0,182.0
23.47,22.87,199.0,190.0,182.0,199.0,190.0,182.0
25.12,22.18,199.0,190.0,182.0,199.0,190.0,182.0
30.13,24.81,199.0,190.1,182.0,199.0,190.1,182.0
31.43,20.58,199.0,190.0,182.0,199.0,190.0,182.0
25.52,21.41,198.9,189.9,182.1,198.9,189.9,182.1
26.81,23.16,199.0,190.1,182.0,199.0,190.1,182.0
29.68,23.12,199.0,190.0,182.0,199.0,190.0,182.0
27.68,24.93,199.1,189.9,182.0,199.1,189.9,182.0
26.37,22.81,199.0,190.1,182.0,199.0,190.1,182.0
25.87,22.44,199.0,190.1,182.0,199.0,190.1,182.0
30.03,20.64,199.0,190.0,182.1,199.0,190.0,182.1
27.08,22.34,199.0,190.0,182.0,199.0,190.0,182.0
27.62,23.19,199.1,190.1,182.0,199.1,190.1,182.0
27.49,22.29,199.0,190.0,182.0,199.0,190.0,182.0
28.38,22.97,199.0,190.0,182.2,199.0,190.0,182.2
24.93,20.72,198.9,190.0,182.1,198.9,190.0,182.1
27.29,24.17,199.0,189.9,181.9,199.0,189.9,181.9
28.15,22.16,198.9,190.1,182.0,198.9,190.1,182.0
30.75,19.55,198.9,190.0,181.9,198.9,190.0,181.9
30.31,24.14,199.0,190.1,182.1,199.0,190.1,182.1
30.92,23.09,199.0,190.1,182.0,199.0,190.1,182.0
28.09,22.3,199.1,190.0,181.9,199.1,190.0,181.9
31.74,21.93,199.0,190.0,181.9,199.0,190.0,181.9
29.7,24.23,199.0,190.0,182.1,199.0,190.0,182.1
29.13,21.94,199.0,190.0,182.0,199.0,190.0,182.0
34.28,23.52,199.0,190.0,181.9,199.0,190.0,181.9
28.28,22.45,199.0,190.0,182.0,199.0,190.0,182.0
26.76,24.5,199.1,190.0,182.1,199.1,190.0,182.1
32.13,25.12,199.1,190.0,181.9,199.1,190.0,181.9
28.22,20.89,199.1,190.0,182.1,199.1,190.0,182.1
27.33,23.91,199.0,190.0,182.0,199.0,190.0,182.0
28.95,22.68,199.0,189.9,182.1,199.0,189.9,182.1
26.04,22.6,199.1,189.9,182.1,199.1,189.9,182.1
