Body_size,Wing_size,Body_R,Body_G,Body_B,Wing_R,Wing_G,Wing_B
39.6,34.1,251.2,228.2,227.9,179.0,198.0,159.4
39.6,34.1,229.3,276.5,251.1,170.8,190.8,158.8
39.6,34.1,245.5,207.5,219.9,167.1,153.5,161.1
39.6,34.1,230.9,243.1,258.0,184.7,205.4,165.4
39.6,34.1,253.7,151.5,230.8,140.1,162.9,160.1
39.6,34.1,278.3,243.1,246.9,189.1,114.3,149.5
39.6,34.1,261.1,172.1,201.7,147.2,166.2,164.9
39.6,34.1,242.4,225.2,191.4,143.7,176.9,204.8
39.6,34.1,234.3,173.2,216.7,154.9,145.0,163.2
39.6,34.1,204.8,199.2,213.2,157.6,196.5,163.9
39.6,34.1,228.4,208.2,260.2,131.0,189.9,150.9
39.6,34.1,266.9,237.1,197.1,146.3,174.6,159.6
39.6,34.1,229.4,270.5,216.4,195.4,148.3,192.3
39.6,34.1,240.1,220.0,173.4,144.2,163.4,172.5
39.6,34.1,248.8,218.0,249.5,120.1,212.6,140.5
39.6,34.1,211.6,232.8,177.8,156.2,186.3,162.2
39.6,34.1,180.1,228.8,209.5,215.9,156.8,183.8
39.6,34.1,232.9,235.5,206.3,156.1,189.5,177.5
39.6,34.1,228.7,156.0,240.1,173.6,196.6,164.6
39.6,34.1,218.6,210.0,223.3,144.1,192.8,166.9
39.6,34.1,254.5,241.0,190.7,176.4,154.6,210.1
39.6,34.1,238.4,202.1,238.5,73.0,139.9,191.4
39.6,34.1,213.3,264.0,235.9,142.1,159.4,114.4
39.6,34.1,237.9,261.4,207.4,185.6,157.7,161.9
39.6,34.1,259.8,186.2,212.8,114.0,182.4,149.6
39.6,34.1,279.4,265.7,178.9,156.0,170.3,178.7
39.6,34.1,227.2,202.7,186.3,176.2,135.1,126.4
39.6,34.1,271.9,191.3,197.2,174.5,171.4,211.1
39.6,34.1,177.5,226.6,196.0,121.8,175.9,143.1
39.6,34.1,207.7,192.0,209.7,149.2,204.1,190.4
39.6,34.1,189.2,213.6,200.4,175.0,216.1,157.6
39.6,34.1,199.9,244.0,266.3,96.2,151.1,218.5
39.6,34.1,217.1,261.1,158.4,173.4,213.2,183.0
39.6,34.1,209.3,147.5,194.4,161.6,132.0,159.9
39.6,34.1,278.4,187.0,237.9,171.3,137.1,184.4
39.6,34.1,210.5,247.9,234.6,115.2,156.7,157.4
39.6,34.1,233.1,218.0,225.0,167.2,201.6,201.0
39.6,34.1,190.3,311.1,208.7,178.9,205.9,171.9
39.6,34.1,246.8,159.0,218.6,117.2,127.6,197.8
39.6,34.1,245.9,289.1,175.3,182.9,135.1,206.2
39.6,34.1,279.3,177.2,154.0,158.3,192.4,178.7
39.6,34.1,204.7,250.4,206.8,185.8,169.7,164.8
39.6,34.1,196.7,219.1,193.0,130.5,197.0,168.2
39.6,34.1,277.7,215.3,229.8,195.0,201.9,173.5
39.6,34.1,229.5,192.1,192.5,156.2,176.7,184.9
39.6,34.1,201.4,223.3,204.3,125.8,149.7,161.5
39.6,34.1,195.4,276.1,233.1,207.2,186.4,167.7
39.6,34.1,249.1,208.9,209.6,140.0,173.7,197.0
39.6,34.1,230.9,216.7,249.0,171.9,179.9,158.4
39.6,34.1,235.8,252.5,250.0,173.1,131.1,111.8
39.6,34.1,260.9,257.0,244.5,128.4,142.4,177.6
39.6,34.1,277.3,174.7,183.0,202.3,162.3,154.0
39.6,34.1,249.4,214.3,159.7,123.0,177.3,177.8
39.6,34.1,259.4,220.5,218.9,184.5,223.9,164.7
39.6,34.1,215.7,244.2,173.5,154.1,185.5,169.9
39.6,34.1,197.0,221.6,205.6,161.8,174.7,184.0
39.6,34.1,236.3,189.7,191.9,182.8,191.8,200.3
39.6,34.1,293.0,203.9,212.8,136.2,252.6,203.7
39.6,34.1,264.8,211.7,225.8,168.0,167.8,160.3
39.6,34.1,241.5,264.1,223.0,170.3,207.8,164.1
39.6,34.1,269.6,210.7,221.6,115.6,186.0,127.0
39.6,34.1,288.0,218.6,160.0,195.4,160.3,161.2
39.6,34.1,253.6,197.5,192.2,182.9,214.1,178.2
39.6,34.1,247.0,195.3,214.8,187.8,154.6,162.5
39.6,34.1,212.9,241.4,213.2,212.8,159.0,157.3
39.6,34.1,202.6,201.6,187.8,166.4,140.9,173.8
39.6,34.1,166.2,242.8,204.7,137.4,227.8,192.9
39.6,34.1,238.6,182.9,205.1,164.6,196.1,170.4
39.6,34.1,241.8,238.8,166.7,168.5,147.2,193.8
39.6,34.1,219.2,235.0,213.3,180.9,163.2,201.4
39.6,34.1,243.5,208.6,271.2,143.3,184.3,147.3
39.6,34.1,292.2,214.4,197.4,150.8,173.4,196.2
39.6,34.1,264.3,207.2,217.1,178.0,172.7,144.2
39.6,34.1,240.1,241.2,255.6,145.7,199.8,229.5
39.6,34.1,202.9,173.4,223.4,155.8,175.1,221.1
39.6,34.1,213.0,308.8,227.2,165.5,123.6,148.9
39.6,34.1,257.3,279.1,271.8,151.1,214.3,195.4
39.6,34.1,199.5,165.9,162.0,157.4,137.5,175.1
39.6,34.1,237.5,201.0,191.5,156.9,189.2,130.5
39.6,34.1,238.2,227.8,194.9,171.7,186.5,177.3
39.6,34.1,212.6,234.4,192.0,137.8,212.1,187.0
39.6,34.1,282.7,253.8,236.8,167.8,164.0,155.9
39.6,34.1,245.3,200.6,237.9,204.6,189.8,151.1
39.6,34.1,224.6,235.4,145.3,142.3,157.9,185.2
39.6,34.1,230.6,241.5,215.5,157.8,190.5,198.2
39.6,34.1,170.6,197.9,209.4,160.7,162.2,166.2
39.6,34.1,249.8,255.1,198.3,158.6,186.8,182.7
39.6,34.1,219.7,219.6,161.5,153.8,175.8,114.2
39.6,34.1,270.9,223.5,261.7,173.8,198.7,135.7
39.6,34.1,246.1,210.9,166.0,200.1,142.0,156.4
39.6,34.1,241.1,178.8,225.4,185.1,158.4,174.6
39.6,34.1,205.9,167.8,192.6,171.5,155.9,141.6
39.6,34.1,222.9,242.3,214.1,184.8,166.0,188.6
39.6,34.1,244.8,253.9,187.2,158.3,177.8,179.2
39.6,34.1,200.3,220.2,216.2,183.0,169.4,175.6
39.6,34.1,253.9,256.4,230.9,166.4,188.6,223.3
39.6,34.1,256.5,233.5,220.2,142.5,179.8,155.3
39.6,34.1,234.3,242.8,226.6,152.1,150.1,182.6
39.6,34.1,257.4,226.3,240.3,140.4,171.7,158.9
39.6,34.1,201.5,200.6,208.2,202.8,159.2,194.6
39.6,34.1,248.8,280.0,153.8,161.3,140.4,162.5
39.6,34.1,203.9,242.0,215.5,191.1,202.6,195.0
39.6,34.1,165.3,168.1,256.5,187.3,189.7,209.8
39.6,34.1,273.2,250.8,228.7,171.8,184.3,174.2
39.6,34.1,287.5,170.1,141.4,136.6,171.0,188.5
39.6,34.1,212.0,213.8,195.3,171.8,156.6,160.6
39.6,34.1,189.5,143.2,202.7,106.1,147.8,172.0
39.6,34.1,203.9,264.4,225.6,152.8,157.2,225.2
39.6,34.1,255.9,235.6,198.1,153.0,146.8,166.9
39.6,34.1,198.7,257.1,229.6,146.1,178.9,181.3
39.6,34.1,208.7,194.7,197.7,188.1,152.2,168.4
39.6,34.1,203.9,167.6,221.8,133.3,150.9,182.1
39.6,34.1,226.6,240.3,239.0,149.2,183.7,179.6
39.6,34.1,228.2,168.0,231.7,171.1,121.3,187.6
39.6,34.1,230.0,245.6,270.3,197.1,138.2,184.1
39.6,34.1,198.5,225.2,220.6,188.8,194.5,178.3
39.6,34.1,258.3,168.9,204.8,158.5,177.4,175.8
39.6,34.1,237.8,204.4,210.0,155.0,193.7,173.2
39.6,34.1,168.1,151.9,204.6,177.6,183.7,194.6
39.6,34.1,245.1,225.1,206.1,192.7,190.4,196.0
39.6,34.1,232.9,190.6,191.3,179.6,168.1,172.8
39.6,34.1,187.6,218.7,204.5,186.4,166.7,208.4
39.6,34.1,281.3,155.9,201.1,143.8,173.2,159.3
39.6,34.1,217.0,249.6,212.1,115.5,159.8,184.5
39.6,34.1,207.8,221.5,200.9,127.7,136.0,175.5
39.6,34.1,247.2,205.3,193.2,173.4,133.7,154.6
39.6,34.1,248.0,229.9,194.4,138.5,162.8,177.4
39.6,34.1,246.4,221.1,227.0,147.2,185.0,146.5
39.6,34.1,273.8,228.3,188.4,167.4,178.3,193.0
39.6,34.1,202.4,283.4,196.2,120.8,199.7,168.5
39.6,34.1,292.3,238.8,189.9,160.0,155.8,148.3
39.6,34.1,230.6,168.4,200.1,148.3,252.9,191.9
39.6,34.1,240.9,282.8,195.2,187.1,170.0,188.7
39.6,34.1,249.6,245.3,174.2,170.1,162.2,172.3
39.6,34.1,245.5,310.2,212.5,169.6,186.9,191.2
39.6,34.1,282.9,213.8,221.7,124.2,176.6,209.7
39.6,34.1,180.2,225.6,196.7,139.6,189.7,134.8
39.6,34.1,235.8,163.3,226.6,185.9,168.9,152.9
39.6,34.1,226.4,111.6,168.0,172.2,160.7,167.8
39.6,34.1,241.3,234.3,184.2,146.1,143.2,173.9
39.6,34.1,238.3,218.3,219.0,170.6,184.1,172.1
39.6,34.1,239.7,285.1,178.8,135.0,163.9,191.1
39.6,34.1,234.2,220.1,211.2,139.8,177.9,166.9
39.6,34.1,257.1,210.1,263.2,140.0,205.4,159.2
39.6,34.1,210.8,267.0,196.4,185.7,176.1,179.5
39.6,34.1,238.3,239.2,266.4,149.4,163.4,186.9
39.6,34.1,207.1,236.4,175.5,129.3,160.5,190.9
39.6,34.1,278.3,224.8,192.7,186.7,166.7,155.6
39.6,34.1,234.8,218.6,197.1,157.0,159.0,179.8
39.6,34.1,264.9,253.3,214.1,93.2,199.8,205.5
39.6,34.1,216.7,157.1,211.5,165.6,175.2,160.0
39.6,34.1,229.3,220.9,216.1,177.3,193.4,177.0
39.6,34.1,229.0,194.6,233.0,206.8,184.0,166.2
39.6,34.1,246.8,196.5,227.2,170.2,153.1,191.3
39.6,34.1,221.8,250.6,164.9,192.2,143.7,166.1
39.6,34.1,276.8,233.2,253.3,169.8,191.2,140.4
39.6,34.1,277.8,249.3,204.7,191.7,159.4,143.1
39.6,34.1,213.3,249.0,200.8,230.3,162.8,170.0
39.6,34.1,221.2,233.1,189.9,165.8,170.9,164.7
39.6,34.1,235.9,244.6,249.6,130.3,202.3,184.7
39.6,34.1,218.4,174.7,199.8,162.6,170.3,154.7
39.6,34.1,249.9,210.4,183.4,121.5,184.0,153.9
39.6,34.1,216.2,253.0,242.6,195.5,160.6,190.6
39.6,34.1,280.9,267.1,187.1,160.4,191.5,143.8
39.6,34.1,250.6,205.7,237.1,157.5,202.0,191.0
39.6,34.1,252.2,204.1,214.5,151.2,197.3,199.1
39.6,34.1,213.3,200.0,244.6,146.0,165.4,186.5
39.6,34.1,219.8,214.6,261.4,144.8,170.6,167.0
39.6,34.1,195.9,224.1,215.7,181.3,160.6,161.6
39.6,34.1,220.6,210.7,220.9,130.6,195.3,197.1
39.6,34.1,236.5,143.9,187.5,183.4,134.5,211.8
39.6,34.1,245.7,235.3,144.4,189.1,172.2,201.6
39.6,34.1,247.7,234.0,219.0,201.7,190.9,161.8
39.6,34.1,264.3,193.1,234.7,174.6,184.6,194.2
39.6,34.1,233.7,186.8,248.7,107.1,139.3,171.1
39.6,34.1,260.1,255.6,209.4,147.1,151.0,187.3
39.6,34.1,272.9,256.7,265.4,153.2,175.4,183.6
39.6,34.1,242.2,240.4,227.0,179.9,191.0,202.8
39.6,34.1,230.9,215.2,213.5,224.9,178.6,189.8
39.6,34.1,229.8,201.7,208.9,163.0,179.7,225.5
39.6,34.1,226.7,232.7,222.9,167.0,200.6,162.3
39.6,34.1,237.8,232.9,273.5,183.4,206.7,158.3
39.6,34.1,186.3,250.1,180.6,131.3,108.0,154.3
39.6,34.1,260.3,248.8,205.4,176.5,195.8,210.4
39.6,34.1,228.8,225.5,208.7,173.0,164.5,161.0
39.6,34.1,202.7,243.2,194.7,176.0,196.8,132.3
39.6,34.1,210.0,240.5,213.8,193.7,150.0,237.2
39.6,34.1,174.5,229.0,231.2,196.4,185.6,196.7
39.6,34.1,282.3,217.9,276.9,184.6,178.2,191.0
39.6,34.1,230.8,167.9,201.6,127.3,153.3,157.4
39.6,34.1,199.8,214.0,184.3,213.5,167.1,160.7
39.6,34.1,211.3,154.0,225.2,154.9,194.8,154.4
39.6,34.1,305.0,231.1,250.0,189.6,174.6,194.0
39.6,34.1,225.6,184.0,249.8,143.2,163.2,184.8
39.6,34.1,236.2,241.9,184.8,142.4,171.1,154.4
39.6,34.1,166.9,213.8,249.1,170.2,144.7,161.0
39.6,34.1,247.4,240.9,207.0,175.3,149.4,173.2
39.6,34.1,227.1,177.2,230.8,152.0,148.6,106.1
39.6,34.1,217.8,269.5,174.5,195.7,151.7,201.1
39.6,34.1,257.4,237.6,211.9,168.4,199.9,206.1
39.6,34.1,281.0,239.0,203.5,180.4,121.2,168.7
39.6,34.1,243.6,238.4,230.7,171.0,179.5,174.1
39.6,34.1,259.0,226.0,210.5,110.3,189.2,189.6
39.6,34.1,238.9,166.5,223.0,129.3,140.1,146.4
39.6,34.1,219.6,215.2,220.0,135.4,232.5,145.8
39.6,34.1,266.6,169.9,205.6,161.1,185.1,172.6
39.6,34.1,220.6,208.5,177.2,137.2,180.2,145.9
39.6,34.1,235.6,228.7,238.2,132.4,193.3,153.2
39.6,34.1,236.8,223.2,262.3,179.7,209.4,207.4
39.6,34.1,234.6,209.8,198.7,156.0,149.8,217.5
39.6,34.1,229.0,206.2,175.1,140.7,196.4,246.7
39.6,34.1,244.7,210.3,241.7,194.3,201.4,172.0
39.6,34.1,284.4,237.3,231.7,122.6,154.2,214.9
39.6,34.1,225.5,199.1,238.8,174.9,162.7,173.1
39.6,34.1,264.4,276.7,229.0,181.2,154.1,180.3
39.6,34.1,243.5,269.3,224.9,199.5,121.4,203.0
39.6,34.1,234.1,250.7,203.1,178.8,168.8,171.0
39.6,34.1,207.8,174.5,219.7,167.9,167.3,183.2
39.6,34.1,279.9,212.5,191.1,145.7,188.3,172.1
39.6,34.1,193.9,147.5,196.0,157.4,201.5,190.6
39.6,34.1,216.4,186.0,218.6,155.2,166.7,177.2
39.6,34.1,217.7,208.6,218.4,127.6,207.9,146.4
39.6,34.1,249.5,205.0,214.7,205.6,181.3,151.2
39.6,34.1,243.5,210.6,190.8,151.9,197.0,165.7
39.6,34.1,201.8,202.8,203.5,177.8,143.2,173.8
39.6,34.1,227.1,196.5,185.4,146.4,164.3,202.9
39.6,34.1,275.2,180.2,270.2,152.5,159.0,177.0
39.6,34.1,233.9,269.1,161.4,146.2,167.3,178.1
39.6,34.1,228.8,248.1,202.3,184.5,194.3,150.9
39.6,34.1,245.5,235.1,252.9,176.7,177.6,238.3
39.6,34.1,239.1,286.3,196.9,205.8,197.0,149.8
39.6,34.1,193.5,224.4,203.6,169.7,211.4,159.7
39.6,34.1,255.9,183.3,245.6,171.8,192.8,167.2
39.6,34.1,243.5,209.8,223.0,198.3,168.3,151.5
39.6,34.1,228.9,243.9,240.8,176.2,185.5,181.3
39.6,34.1,259.0,200.8,244.2,167.3,174.9,188.4
39.6,34.1,242.5,216.9,215.4,180.0,129.2,185.4
39.6,34.1,248.7,237.6,219.7,161.3,228.2,169.1
39.6,34.1,252.8,210.7,224.8,170.9,184.1,150.7
39.6,34.1,200.3,295.9,262.7,204.3,156.6,175.4
39.6,34.1,252.2,231.7,197.3,148.2,151.1,172.4
39.6,34.1,240.0,204.9,213.8,135.2,161.6,176.8
39.6,34.1,232.2,172.9,215.3,197.3,198.6,214.8
39.6,34.1,258.5,203.0,244.3,193.4,195.9,177.9
39.6,34.1,221.7,191.4,198.8,205.5,174.5,229.2
39.6,34.1,258.4,223.9,224.3,179.3,180.8,205.4
39.6,34.1,216.0,212.6,252.0,157.4,221.2,187.9
39.6,34.1,243.6,260.7,182.1,172.6,221.1,178.1
39.6,34.1,234.1,250.2,188.1,151.6,181.3,175.6
39.6,34.1,245.0,264.2,178.7,220.2,148.7,168.3
39.6,34.1,226.0,209.8,199.4,162.7,179.3,163.9
39.6,34.1,259.0,238.6,203.7,118.5,155.9,165.5
39.6,34.1,237.4,284.5,259.5,170.6,188.1,183.7
39.6,34.1,258.7,233.7,250.3,151.3,190.2,135.9
39.6,34.1,260.8,199.2,192.0,189.6,182.7,159.1
39.6,34.1,233.4,216.8,234.9,152.8,158.8,191.5
39.6,34.1,235.1,161.4,212.5,163.6,178.4,168.1
39.6,34.1,182.3,165.0,206.0,157.1,172.3,195.7
39.6,34.1,238.4,168.9,185.4,183.4,228.2,153.6
39.6,34.1,213.2,203.7,219.1,146.5,204.2,160.9
39.6,34.1,172.2,231.6,159.2,171.6,156.8,144.5
39.6,34.1,201.5,243.8,224.3,162.5,149.2,178.2
39.6,34.1,235.1,229.5,214.3,159.8,178.1,163.4
39.6,34.1,198.0,231.9,216.3,170.8,187.8,140.6
39.6,34.1,251.9,231.9,230.4,145.9,182.6,223.5
39.6,34.1,235.5,212.1,218.3,153.7,164.3,191.1
39.6,34.1,233.8,194.7,218.9,175.7,213.8,168.1
39.6,34.1,233.7,205.5,242.9,156.5,165.2,184.1
39.6,34.1,295.2,199.4,217.2,157.6,147.5,190.4
39.6,34.1,257.7,238.6,221.6,167.8,172.3,213.7
39.6,34.1,225.4,197.7,230.5,153.0,136.8,141.6
39.6,34.1,154.9,233.7,256.5,203.7,192.3,182.2
39.6,34.1,212.5,208.4,228.1,172.0,207.6,162.8
39.6,34.1,243.4,193.6,190.2,116.7,139.8,165.3
39.6,34.1,229.8,215.5,237.5,169.9,212.8,204.7
39.6,34.1,221.9,239.7,159.4,200.3,240.7,191.4
39.6,34.1,241.9,192.3,232.1,123.6,176.6,177.7
39.6,34.1,233.9,184.1,206.2,166.7,118.7,176.4
39.6,34.1,264.1,266.2,223.8,143.0,202.3,201.2
39.6,34.1,224.1,153.8,202.3,157.0,208.2,157.8
39.6,34.1,190.2,219.8,243.3,135.8,211.0,163.8
39.6,34.1,224.0,269.2,206.6,178.9,170.6,204.7
39.6,34.1,229.9,204.8,228.4,196.6,157.3,195.5
39.6,34.1,231.4,268.2,213.1,175.4,180.6,165.0
39.6,34.1,197.7,264.0,238.5,156.4,160.8,138.4
39.6,34.1,248.1,250.9,197.2,183.9,141.0,168.7
39.6,34.1,246.3,238.3,257.5,128.8,165.1,166.8
39.6,34.1,248.4,212.5,184.7,189.1,169.3,202.0
39.6,34.1,229.2,226.3,197.8,216.9,150.6,163.0
39.6,34.1,283.0,207.4,225.7,188.4,196.9,151.4
39.6,34.1,199.5,221.9,200.3,201.5,131.6,192.8
39.6,34.1,236.2,228.2,250.4,148.9,175.7,171.0
39.6,34.1,226.2,218.8,212.6,174.4,169.9,182.8
39.6,34.1,228.3,221.2,217.3,132.2,186.1,181.8
39.6,34.1,265.9,239.4,202.5,199.7,178.5,134.9
39.6,34.1,247.0,174.5,253.1,174.0,197.5,205.1
39.6,34.1,248.8,215.3,194.4,154.2,120.6,180.3
39.6,34.1,217.8,224.7,204.9,152.3,188.9,193.7
39.6,34.1,218.8,198.0,203.6,154.7,188.6,148.0
39.6,34.1,233.7,223.9,237.8,171.0,179.5,185.4
39.6,34.1,203.8,214.9,207.0,146.9,160.4,158.8
39.6,34.1,257.5,182.3,240.8,183.4,187.5,147.4
39.6,34.1,194.0,175.5,243.2,203.0,206.5,177.1
39.6,34.1,232.3,204.0,158.3,193.5,166.0,169.0
39.6,34.1,279.8,258.8,221.1,128.4,223.4,127.9
39.6,34.1,275.5,186.2,216.7,197.7,221.6,141.5
39.6,34.1,285.9,210.1,189.6,168.3,159.6,158.7
39.6,34.1,196.9,239.1,233.0,208.6,135.8,201.9
39.6,34.1,196.4,200.4,264.4,153.6,166.9,186.8
39.6,34.1,204.0,221.2,174.0,165.7,147.9,169.5
39.6,34.1,261.8,193.4,210.6,125.8,230.3,135.4
39.6,34.1,272.9,181.7,186.7,122.6,116.4,202.7
39.6,34.1,242.3,215.7,209.9,200.9,195.9,207.0
39.6,34.1,167.3,224.2,138.5,139.0,183.4,167.9
39.6,34.1,197.8,230.8,233.8,158.9,146.6,188.9
39.6,34.1,186.7,186.5,209.1,155.0,187.9,167.5
39.6,34.1,229.0,203.9,251.7,151.7,107.5,160.3
39.6,34.1,222.5,192.6,239.1,184.9,151.8,165.6
39.6,34.1,202.0,203.8,217.8,126.2,149.4,178.0
39.6,34.1,163.2,236.4,194.7,126.9,206.5,177.9
39.6,34.1,243.3,236.8,222.5,179.2,169.3,150.0
39.6,34.1,194.1,212.7,208.1,191.4,153.5,181.2
39.6,34.1,254.0,272.3,161.5,159.0,150.5,128.1
39.6,34.1,201.5,185.4,235.5,158.8,204.6,173.6
39.6,34.1,278.9,241.3,244.9,169.0,178.9,135.7
39.6,34.1,231.7,179.9,198.3,157.4,152.6,190.6
39.6,34.1,249.8,165.9,236.6,160.6,166.1,169.0
39.6,34.1,272.0,206.0,246.2,167.2,163.5,164.9
39.6,34.1,219.4,209.7,237.9,131.5,161.7,215.7
39.6,34.1,215.0,253.0,211.4,155.6,170.7,184.4
39.6,34.1,280.7,247.2,227.9,235.0,138.6,169.0
39.6,34.1,245.6,270.5,193.2,154.4,153.5,175.9
39.6,34.1,291.9,253.5,189.4,185.9,162.0,200.5
39.6,34.1,198.8,254.9,194.5,140.9,186.5,162.2
39.6,34.1,269.7,238.4,220.0,137.8,185.8,160.4
39.6,34.1,260.5,201.5,230.7,115.0,232.2,147.9
39.6,34.1,187.5,230.0,216.0,175.0,179.2,163.2
39.6,34.1,186.7,191.7,205.3,111.4,143.2,165.1
39.6,34.1,252.6,281.0,214.0,173.0,144.8,154.3
39.6,34.1,228.7,219.9,223.2,151.2,179.1,183.1
39.6,34.1,200.6,209.3,197.1,152.9,204.8,169.3
39.6,34.1,243.3,238.6,185.6,126.2,189.0,196.3
39.6,34.1,246.4,214.1,192.6,174.3,143.1,173.3
39.6,34.1,205.4,271.4,203.7,124.9,199.6,189.7
39.6,34.1,218.7,273.0,175.2,171.3,176.6,164.0
39.6,34.1,210.5,191.5,236.1,156.6,139.3,169.0
39.6,34.1,226.0,227.4,211.1,161.8,213.4,117.6
39.6,34.1,266.8,223.7,203.1,174.2,166.1,174.1
39.6,34.1,222.1,192.4,202.9,169.6,142.2,169.4
39.6,34.1,219.5,228.1,204.8,182.5,162.9,192.8
39.6,34.1,209.5,194.9,200.8,178.2,161.6,191.2
39.6,34.1,247.6,226.8,219.7,171.1,152.3,145.0
39.6,34.1,262.2,170.2,286.0,185.8,185.0,189.2
39.6,34.1,201.2,208.4,218.9,151.2,144.2,153.4
39.6,34.1,216.9,256.1,231.3,168.3,194.7,185.4
39.6,34.1,266.1,219.0,226.9,174.2,181.4,171.5
39.6,34.1,186.4,230.2,202.9,124.8,177.6,169.5
39.6,34.1,292.4,229.6,234.1,197.8,194.5,174.5
39.6,34.1,198.8,234.2,207.8,188.5,182.1,207.1
39.6,34.1,187.4,151.3,186.2,163.8,151.4,179.5
39.6,34.1,216.3,190.2,184.2,153.1,203.2,191.2
39.6,34.1,196.3,221.0,230.5,166.1,175.4,192.0
39.6,34.1,224.6,191.1,205.6,174.0,212.6,186.8
39.6,34.1,244.3,189.0,192.8,141.9,138.0,204.3
39.6,34.1,213.9,230.1,212.8,146.7,202.7,169.6
39.6,34.1,275.1,199.1,235.9,149.3,165.4,195.5
39.6,34.1,192.1,307.3,258.2,142.0,175.0,176.2
39.6,34.1,247.2,231.4,213.3,155.5,162.7,161.8
39.6,34.1,221.7,220.3,237.1,221.8,195.1,169.1
39.6,34.1,252.2,217.5,221.4,159.0,117.3,159.1
39.6,34.1,240.1,280.5,243.9,147.8,184.7,205.7
39.6,34.1,211.1,207.4,221.2,238.0,96.3,146.9
39.6,34.1,226.7,214.3,205.1,124.0,157.4,208.8
39.6,34.1,279.9,203.8,192.3,173.5,214.8,195.9
39.6,34.1,172.2,226.3,234.5,128.8,196.7,134.5
39.6,34.1,257.8,234.8,196.1,181.5,162.6,164.9
39.6,34.1,221.0,167.1,274.4,170.2,163.3,183.2
39.6,34.1,240.0,214.0,205.8,192.3,108.3,155.3
39.6,34.1,202.7,246.3,215.7,191.9,216.5,178.0
39.6,34.1,265.2,226.6,256.7,160.2,209.4,186.8
39.6,34.1,223.4,144.7,174.1,185.0,147.3,124.2
39.6,34.1,248.4,194.0,242.5,170.9,159.3,146.5
39.6,34.1,178.1,258.5,178.6,164.6,219.9,131.4
39.6,34.1,208.4,175.9,212.3,182.3,207.8,177.3
39.6,34.1,228.5,233.4,202.7,204.3,151.1,185.3
39.6,34.1,203.0,258.7,205.9,169.3,170.5,158.7
39.6,34.1,214.9,179.0,229.0,167.3,207.9,186.8
39.6,34.1,211.6,157.8,197.3,240.6,171.5,184.2
39.6,34.1,229.8,204.0,200.6,165.0,185.2,170.1
39.6,34.1,227.3,196.7,208.7,143.4,146.9,166.7
39.6,34.1,180.9,165.5,198.4,121.5,165.8,182.0
39.6,34.1,224.6,240.9,193.9,181.4,155.1,181.6
39.6,34.1,157.5,248.7,232.1,169.3,134.4,182.0
39.6,34.1,258.0,240.0,210.9,170.2,191.2,185.1
39.6,34.1,212.2,210.8,248.1,154.4,198.5,163.4
39.6,34.1,243.2,188.1,232.0,192.4,144.3,185.7
39.6,34.1,205.0,225.6,276.4,174.2,157.6,185.0
39.6,34.1,226.2,225.4,199.2,189.2,159.4,153.8
39.6,34.1,255.7,191.7,252.4,148.6,150.7,197.0
39.6,34.1,225.4,263.2,170.6,182.9,159.1,181.7
39.6,34.1,244.0,199.9,216.9,150.5,123.3,168.9
39.6,34.1,199.2,205.8,202.1,176.1,174.5,203.0
39.6,34.1,204.6,248.7,201.7,209.2,123.2,167.0
39.6,34.1,201.4,240.3,168.2,132.0,136.8,153.0
39.6,34.1,249.3,235.5,218.4,152.2,207.3,173.1
39.6,34.1,226.5,170.8,253.3,125.2,199.2,185.5
39.6,34.1,237.7,171.0,198.6,155.4,231.1,208.9
39.6,34.1,196.5,224.9,170.0,165.6,148.7,187.3
39.6,34.1,233.7,236.0,219.0,129.3,189.0,195.9
39.6,34.1,241.9,169.5,245.4,148.2,152.9,170.8
39.6,34.1,239.3,200.3,200.2,153.9,175.3,189.9
39.6,34.1,207.2,247.1,209.8,149.0,182.1,172.6
39.6,34.1,242.7,246.0,188.7,169.5,231.8,181.9
39.6,34.1,295.5,216.7,210.5,141.2,155.4,208.9
39.6,34.1,218.9,292.2,197.8,162.6,176.2,177.8
39.6,34.1,262.6,228.7,189.3,147.5,172.4,205.9
39.6,34.1,280.6,209.1,206.7,165.6,166.9,153.7
39.6,34.1,287.1,257.6,162.2,169.3,156.9,162.4
39.6,34.1,164.4,221.0,166.5,124.4,215.2,168.8
39.6,34.1,264.7,210.4,197.1,135.6,150.6,144.9
39.6,34.1,227.9,266.7,220.3,133.3,242.3,163.7
39.6,34.1,261.8,217.7,210.9,172.5,184.3,155.7
39.6,34.1,206.1,259.5,191.0,200.7,199.3,197.5
39.6,34.1,198.5,212.3,184.2,193.5,157.3,196.8
39.6,34.1,235.8,237.1,186.7,173.1,216.3,172.4
39.6,34.1,214.4,256.8,219.4,150.1,196.5,162.3
39.6,34.1,216.9,179.5,240.2,156.7,181.8,159.9
39.6,34.1,200.2,259.4,200.3,189.7,143.4,207.8
39.6,34.1,213.3,202.9,234.0,184.4,238.4,193.1
39.6,34.1,266.3,205.5,171.2,197.0,181.0,195.9
39.6,34.1,257.0,233.6,192.2,133.3,172.8,145.0
39.6,34.1,198.5,207.8,193.0,150.8,193.4,214.4
39.6,34.1,259.6,184.8,191.2,165.8,148.0,160.2
39.6,34.1,262.3,274.5,197.3,185.0,179.6,175.3
39.6,34.1,193.2,212.0,168.3,160.8,176.0,234.1
39.6,34.1,243.1,244.7,219.0,183.7,133.6,178.0
